Crime Count,Bike Count,Latitude,Longitude
57,100,40.7892529,-73.93956237
67,138,40.78948542,-73.95242929
21,80,40.789622,-73.97757
34,103,40.79017948,-73.97288918
62,143,40.7903,-73.9597
71,126,40.7903051,-73.94755757
70,133,40.7904828,-73.95033068
58,131,40.791,-73.965
51,122,40.791,-73.968
61,133,40.79127,-73.964839
52,119,40.7919557,-73.968087
69,118,40.791976,-73.945993
30,92,40.7921,-73.9739
72,132,40.7922553,-73.95249933
64,94,40.7923272,-73.9383
21,77,40.79313481,-73.97700369
68,107,40.79329668,-73.9432083
72,126,40.7934337,-73.94945003
41,98,40.7937704,-73.971888
60,130,40.79406661,-73.96286845
30,85,40.7941654,-73.974124
66,82,40.7945663,-73.9362541
65,75,40.7949879,-73.9333349
57,120,40.795,-73.9645
61,129,40.795346,-73.96186
71,110,40.7954121,-73.9441232
72,98,40.795508,-73.941606
75,114,40.7961535,-73.94782145
68,82,40.796879,-73.937261
57,118,40.7969347,-73.96434123
44,93,40.7973721,-73.97041192
70,73,40.79747,-73.93504
71,64,40.7974772,-73.9311847
78,99,40.797911,-73.9423
67,122,40.7981856,-73.9605909
79,119,40.7987859,-73.9523
77,103,40.7989445,-73.944846
53,105,40.79904139,-73.9664948
72,83,40.799139,-73.9389152
76,121,40.799484,-73.955613
64,115,40.7997568,-73.96211287
65,115,40.8,-73.962
77,93,40.8005385,-73.9419949
78,64,40.8006721,-73.9349
53,97,40.8008363,-73.96644925
79,104,40.8011939,-73.9500739
79,83,40.8013066,-73.9398167
38,80,40.8013434,-73.97114574
80,96,40.8014866,-73.9442507
76,115,40.801694,-73.957145
44,86,40.8021174,-73.96818053
81,107,40.802535,-73.9532423
78,101,40.8025566,-73.9490782
59,102,40.802692,-73.96295
87,72,40.8029263,-73.9379
81,90,40.80295,-73.942954
77,107,40.803,-73.956
79,105,40.8038654,-73.9559308
83,94,40.804038,-73.945925
47,83,40.804213,-73.96699104
83,101,40.804372,-73.951475
85,78,40.8045555,-73.9396861
79,102,40.805159,-73.954692
95,65,40.805726,-73.936322
52,85,40.805973,-73.964928
67,92,40.8067581,-73.9607082
86,79,40.80698,-73.941747
92,73,40.80756,-73.939182
80,90,40.8078316,-73.949373
51,80,40.8082,-73.9641
85,84,40.808442,-73.9452087
68,83,40.8086249,-73.9596214
69,84,40.809,-73.959
80,85,40.80949535,-73.94776493
75,89,40.809725,-73.953149
72,86,40.81,-73.9551508
67,82,40.81028506,-73.95736456
82,73,40.8107922,-73.9430681
53,70,40.8109494,-73.9634
72,82,40.8114323,-73.9518776
58,70,40.8120562,-73.9612547
78,78,40.8125511,-73.9492286
64,72,40.813358,-73.956461
64,66,40.8143256,-73.9590255
69,71,40.81439444,-73.95324737
56,51,40.818299,-73.960405
